departmentFamily,entity,date,expenseType,expenseArea,supplier,transactionNumber,amount,invoiceCurrencyUnit
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,15.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,17.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,22.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,29.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,29.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,29.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,36.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,36.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,44.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,44.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,57.05,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,60.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,62.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,67.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,80.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,84.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,85.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,90.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,5.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,5.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,11.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,12.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,16.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,16.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,16.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,18.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,28.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,29.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,29.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,29.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,33.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,35.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,37.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,43.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,43.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,44.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,48.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,52.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,53.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,61.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,62.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,65.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,65.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,67.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,72.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,80.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,82.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,85.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,86.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,92.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,102.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,105.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,108.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,161.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,171.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,174.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Engineering,Redfern Travel Ltd,95976718,218.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery GU,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,15.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,15.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,18.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,22.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,46.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,46.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,78.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,94.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,95.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,103.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,132.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,174.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,226.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,8.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,8.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,8.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,8.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,11.95,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,15.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,15.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,18.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,20.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,29.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,39.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,44.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,77.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,77.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,80.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,86.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,86.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,93.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,94.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,94.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,96.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,110.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,116.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,131.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery ICT,Redfern Travel Ltd,95976718,171.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Impact,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Impact,Redfern Travel Ltd,95976718,66.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Impact,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Impact,Redfern Travel Ltd,95976718,187.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,27.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,54.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,54.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,66.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,75.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,86.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,91.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,170.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,262.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,15.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,47.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Leaders,Redfern Travel Ltd,95976718,161.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery LWEC,Redfern Travel Ltd,95976718,86.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,12.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,19.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,21.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,24.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,35.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,48.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,50.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,60.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,75.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,82.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,83.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,84.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,93.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,99.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,102.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,130.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,147.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,160.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,161.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,161.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,161.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,161.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,189.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,192.55,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,8.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,13.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,14.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,15.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,22.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Maths,Redfern Travel Ltd,95976718,22.80,GBP
