departmentFamily,entity,date,expenseType,expenseArea,supplier,transactionNumber,amount,invoiceCurrencyUnit
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Dundee,95309325,24683.01,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Dundee,95309325,24683.01,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of Liverpool GRANT,95309326,140657.1,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Engineering,University of Cambridge,95309327,5022,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Cambridge,95309327,7533,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Cambridge,95309327,14462.76,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Cambridge,95309327,21694.13,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,The University of Manchester GRANT,95309328,34432.8,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Heriot-Watt University GRANT,95309329,30430.3,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Bradford GRANT,95309330,31960.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University College London GRANT,95309331,19310.59,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,King's College London,95309332,55451.67,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,King's College London,95309333,50312.86,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of Glasgow GRANT,95309334,33789.89,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Leicester GRANT,95309335,24057.75,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,Heriot-Watt University GRANT,95309336,19537.71,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,Healthcare Healthcare,University of West of Scotland,95309337,1947.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of West of Scotland,95309337,23364.99,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Edinburgh,95309338,34404.32,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Queen Mary University of London,95309339,37262.14,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Brunel University London GRANT,95309341,38415.15,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Southampton GRANT,95309342,23008.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Exeter GRANT,95309343,47727.15,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,ICSTM,95309344,22302.84,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Bristol GRANT,95309345,32723.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Teesside University GRANT,95309346,20653.31,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University College London GRANT,95309347,24848.6,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Oxford GRANT,95309348,26483.36,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Queen's University Belfast GRANT,95309350,24715.11,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Sheffield GRANT,95309351,34704.13,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Sheffield GRANT,95309352,23668.58,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Edinburgh,95309353,8687.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Edinburgh,95309353,16133.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Leeds GRANT,95309355,19104.85,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Leeds GRANT,95309355,19104.88,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Cambridge,95309356,32357.03,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Cambridge,95309356,3595.24,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309357,57343.49,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Glasgow GRANT,95309357,6371.49,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Sheffield GRANT,95309358,32223.89,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Sheffield GRANT,95309358,3580.43,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,Energy Energy,Lancaster University GRANT,95309359,3125,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Lancaster University GRANT,95309359,45312.86,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC ICT,"University of Wales, Cardiff - UWC",95309360,11970,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,"University of Wales, Cardiff - UWC",95309360,1330,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,"University of Wales, Cardiff - UWC",95309360,37917.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,"University of Wales, Cardiff - UWC",95309360,4213.07,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC ICT,The University of Manchester GRANT,95309361,7097.85,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,The University of Manchester GRANT,95309361,788.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,The University of Manchester GRANT,95309361,24339.01,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,The University of Manchester GRANT,95309361,2704.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Middlesex University GRANT,95309362,20654.4,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,Queen's University Belfast GRANT,95309363,7068.32,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Leeds GRANT,95309364,11875,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Leeds GRANT,95309364,120538.9,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Oxford GRANT,95309365,34069.96,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Oxford GRANT,95309365,212597.97,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,ICSTM,95309366,18675.56,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,ICSTM,95309367,13661.68,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Surrey GRANT,95309368,26056.2,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Kent GRANT,95309369,22221.78,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Oxford GRANT,95309370,19010.07,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Southampton GRANT,95309371,30472.23,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of Newcastle upon Tyne GRANT,95309372,10895.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Newcastle upon Tyne GRANT,95309372,3631.8,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,ICSTM,95309373,23295.6,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309373,7765.19,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,Swansea University,95309374,12519.1,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Swansea University,95309374,4173.02,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University College London GRANT,95309375,22673.31,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University College London GRANT,95309375,7557.76,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of Liverpool GRANT,95309376,23127.52,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Liverpool GRANT,95309376,7709.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,The Alan Turing Institute,The Alan Turing Institute,95309377,2000000,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,University of Oxford GRANT,95309378,71457.37,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Oxford GRANT,95309378,226281.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Bath,95309380,13269.43,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Cambridge,95309381,160444.35,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Leeds GRANT,95309382,303430.69,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU ICT,University of Cambridge,95309383,29979.32,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Cambridge,95309383,29979.29,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309384,166217.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Warwick,95309385,166320.7,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,Manufacturing Manufacturing,University of Birmingham GRANT,95309386,23494.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Birmingham GRANT,95309386,94970.37,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Strathclyde GRANT,95309387,122774.71,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,ICSTM,95309388,139825.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,ICSTM,95309389,247068.62,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Infrastructure,University of Southampton GRANT,95309390,6634.71,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Cambridge,95309391,9442.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Cambridge,95309391,129461.89,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Strathclyde GRANT,95309392,93022.73,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,ICSTM,95309393,63967.47,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University College London GRANT,95309394,7061.45,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Durham GRANT,95309395,58676.29,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Oxford GRANT,95309396,16550.45,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,Lancaster University GRANT,95309397,19749.03,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Nottingham GRANT,95309398,42989.54,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Warwick,95309399,102394.31,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Sheffield GRANT,95309400,12821.19,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Reading GRANT,95309401,16223.78,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,King's College London,95309402,8905.88,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,The University of Manchester GRANT,95309403,30680.58,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,King's College London,95309404,11694.79,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Oxford GRANT,95309405,21349.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,City University London,95309406,18596.32,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309407,16572.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Liverpool GRANT,95309408,46932.94,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,King's College London,95309409,26115.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Glasgow GRANT,95309410,11665.66,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Nottingham GRANT,95309411,27468.28,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Engineering,University of Exeter GRANT,95309412,2112.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Exeter GRANT,95309412,21039.24,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Bath,95309413,19363.04,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Sheffield GRANT,95309414,24861.28,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Durham GRANT,95309415,12507.06,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Surrey GRANT,95309417,23372.28,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Surrey GRANT,95309417,7790.76,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,De Montfort University,95309418,3048.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Newton Programme,The University of Manchester GRANT,95309419,36023.81,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Newcastle upon Tyne GRANT,95309420,4600.1,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Essex GRANT,95309421,33814.96,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Newton Programme,University of Leeds GRANT,95309422,38781.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of East Anglia GRANT,95309423,26743.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Bristol GRANT,95309424,8104.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Warwick,95309425,27354.39,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Warwick,95309425,27354.39,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Aberdeen GRANT,95309426,5152.51,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Aberdeen GRANT,95309426,5152.51,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,University of Aberdeen GRANT,95309427,62155.84,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Birmingham GRANT,95309428,11330.36,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,City University London,95309429,23803.03,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Southampton GRANT,95309430,24724.57,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Edinburgh,95309431,3920.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Edinburgh,95309431,1306.75,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Exeter GRANT,95309432,37181.69,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Exeter GRANT,95309432,12393.9,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Heriot-Watt University GRANT,95309433,36460.16,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Aston University GRANT,95309434,39487.14,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Liverpool GRANT,95309435,36277.1,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309436,11630.76,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Northumbria at Newcastle,95309437,16439.92,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Liverpool GRANT,95309438,21275.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Liverpool GRANT,95309438,21275.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Sheffield GRANT,95309439,17600.54,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,Nottingham Trent University GRANT,95309440,20578.66,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Warwick,95309441,29810.94,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Bath,95309442,24221.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Cambridge,95309443,15392.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,The University of Manchester GRANT,95309444,27675.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Newcastle upon Tyne GRANT,95309445,59603.02,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309446,44687.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309447,12303.36,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Bath,95309448,22262.18,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309452,29754.33,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University College London GRANT,95309453,31927.79,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309454,8131.93,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Edinburgh,95309455,24777.83,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University College London GRANT,95309456,8679.83,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University College London GRANT,95309456,23325.51,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Strathclyde GRANT,95309457,8630,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,ICSTM,95309458,24383.47,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,ICSTM,95309459,88881.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,University of Leicester GRANT,95309460,100762.88,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,Lancaster University GRANT,95309461,49264.67,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,LWEC LWEC,Lancaster University GRANT,95309461,73896.99,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Oxford GRANT,95309462,79451.01,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,Queen Mary University of London,95309463,32673.96,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University College London GRANT,95309464,28300.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University College London GRANT,95309464,28300.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,ICSTM,95309465,24656.61,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Newcastle upon Tyne GRANT,95309466,102297.83,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Newcastle upon Tyne GRANT,95309466,102297.82,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309467,24634.07,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Southampton GRANT,95309468,30605.31,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Nottingham GRANT,95309469,3974.09,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Nottingham GRANT,95309469,15896.35,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Strathclyde GRANT,95309470,11308.8,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Strathclyde GRANT,95309470,274734.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,Loughborough University GRANT,95309471,24961.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Surrey GRANT,95309472,26659.66,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University College London GRANT,95309473,11174,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University College London GRANT,95309473,46536.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Plymouth GRANT,95309474,30487.27,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Edinburgh,95309475,25416.19,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Engineering,University of Exeter GRANT,95309476,5300,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Exeter GRANT,95309476,10769.81,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,Nottingham Trent University GRANT,95309478,20876.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Southampton GRANT,95309479,229123.73,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Southampton GRANT,95309479,229123.73,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Bath,95309480,25435.54,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,Manufacturing Manufacturing,University of Exeter GRANT,95309481,6625,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Exeter GRANT,95309481,43096.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of Leeds GRANT,95309482,52399.54,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,Manufacturing Manufacturing,University of Bath,95309483,9190,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Bath,95309483,52069.35,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,Manufacturing Manufacturing,Liverpool John Moores University GRANT,95309484,2958.9,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,Liverpool John Moores University GRANT,95309484,26298.26,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,The University of Manchester GRANT,95309485,33136.86,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Engineering,University of Newcastle upon Tyne GRANT,95309486,4384.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Newcastle upon Tyne GRANT,95309486,59416.71,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,ICSTM,95309487,25060.26,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University College London GRANT,95309488,24856.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,University of Surrey GRANT,95309490,13658.58,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC ICT,University of Sheffield GRANT,95309491,6398.25,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Sheffield GRANT,95309491,57584.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Sheffield GRANT,95309491,22919.26,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Sheffield GRANT,95309491,206273.4,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Durham GRANT,95309492,52437.13,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Durham GRANT,95309492,169640.78,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Southampton GRANT,95309493,31903.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Southampton GRANT,95309493,319227.4,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Leeds GRANT,95309494,67239.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Leeds GRANT,95309494,67239.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Leeds GRANT,95309494,67239.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Oxford GRANT,95309495,21071.73,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Bath,95309497,212283.33,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Bath,95309497,3360.33,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Oxford GRANT,95309498,290139.79,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Reading GRANT,95309499,13808.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Sheffield GRANT,95309500,127636.39,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Southampton GRANT,95309501,163252.11,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of St Andrews GRANT,95309502,41254.88,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Strathclyde GRANT,95309503,84062.2,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Surrey GRANT,95309504,65669.83,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Warwick,95309505,119837.84,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of York GRANT,95309506,75524.51,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Engineering,University of Leeds GRANT,95309507,196000,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Leeds GRANT,95309507,2419.44,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Brunel University London GRANT,95309508,31129.29,GBP
